session_id,ip_hash,duration_sec,request_count,unique_pages,error_rate,avg_bytes,page_sequence,page_timestamps,page_set,cluster_id,if_flag,if_score,z_flag,anomaly_flag,anomaly_priority
8a1771b4f150_0,8a1771b4f150,580.0,7,5,0.0,19525.14285714286,"[""/"", ""/catalog/women"", ""/products/{id}"", ""/products/{id}"", ""/catalog/men"", ""/products/{id}"", ""/cart""]","[0.0, 88.0, 198.0, 221.0, 337.0, 458.0, 580.0]","[""/catalog/men"", ""/catalog/women"", ""/products/{id}"", ""/cart"", ""/""]",0,False,0.38487899450074653,False,False,False
8a1771b4f150_1,8a1771b4f150,470.0,7,5,0.0,24930.85714285714,"[""/"", ""/catalog/women"", ""/products/{id}"", ""/products/{id}"", ""/catalog/men"", ""/products/{id}"", ""/cart""]","[0.0, 39.0, 200.0, 329.0, 356.0, 433.0, 470.0]","[""/catalog/men"", ""/catalog/women"", ""/products/{id}"", ""/cart"", ""/""]",0,False,0.3735655086935919,False,False,False
8a1771b4f150_2,8a1771b4f150,546.0,7,5,0.0,30045.571428571428,"[""/"", ""/catalog/women"", ""/products/{id}"", ""/products/{id}"", ""/catalog/men"", ""/products/{id}"", ""/cart""]","[0.0, 134.0, 307.0, 340.0, 472.0, 488.0, 546.0]","[""/catalog/men"", ""/catalog/women"", ""/products/{id}"", ""/cart"", ""/""]",0,False,0.3772275844376294,False,False,False
b1f1f15baa0a_0,b1f1f15baa0a,354.0,5,5,0.0,24621.6,"[""/"", ""/account"", ""/wishlist"", ""/products/{id}"", ""/cart""]","[0.0, 13.0, 95.0, 225.0, 354.0]","[""/wishlist"", ""/products/{id}"", ""/account"", ""/cart"", ""/""]",0,False,0.42418774667482556,False,False,False
b1f1f15baa0a_1,b1f1f15baa0a,107.0,2,2,0.0,43742.5,"[""/"", ""/catalog/men""]","[0.0, 107.0]","[""/"", ""/catalog/men""]",3,False,0.4381083595049222,False,False,False
b1f1f15baa0a_2,b1f1f15baa0a,433.0,7,6,0.0,29812.0,"[""/"", ""/catalog/women"", ""/products/{id}"", ""/products/{id}"", ""/cart"", ""/checkout"", ""/order/confirm""]","[0.0, 11.0, 103.0, 199.0, 266.0, 350.0, 433.0]","[""/checkout"", ""/catalog/women"", ""/products/{id}"", ""/cart"", ""/order/confirm"", ""/""]",0,False,0.3752618646304767,False,False,False
fb5a5614d9ae_0,fb5a5614d9ae,464.0,7,6,0.0,23628.285714285714,"[""/"", ""/catalog/women"", ""/products/{id}"", ""/products/{id}"", ""/cart"", ""/checkout"", ""/order/confirm""]","[0.0, 100.0, 145.0, 236.0, 280.0, 317.0, 464.0]","[""/checkout"", ""/catalog/women"", ""/products/{id}"", ""/cart"", ""/order/confirm"", ""/""]",0,False,0.3736357489162017,False,False,False
fb5a5614d9ae_1,fb5a5614d9ae,370.0,4,3,0.0,12465.0,"[""/"", ""/blog"", ""/blog"", ""/products/{id}""]","[0.0, 145.0, 273.0, 370.0]","[""/products/{id}"", ""/"", ""/blog""]",3,False,0.4913563404167609,False,False,False
fb5a5614d9ae_2,fb5a5614d9ae,96.0,4,3,0.0,12804.5,"[""/"", ""/blog"", ""/blog"", ""/products/{id}""]","[0.0, 19.0, 42.0, 96.0]","[""/products/{id}"", ""/"", ""/blog""]",3,True,0.5974299282127967,False,True,False
bacd51451cbc_0,bacd51451cbc,102.0,2,2,0.0,12584.0,"[""/"", ""/catalog/men""]","[0.0, 102.0]","[""/"", ""/catalog/men""]",3,False,0.43399027848481436,False,False,False
1cb569020a16_0,1cb569020a16,369.0,4,3,0.0,20364.75,"[""/"", ""/blog"", ""/blog"", ""/products/{id}""]","[0.0, 65.0, 189.0, 369.0]","[""/products/{id}"", ""/"", ""/blog""]",3,False,0.4920907251777301,False,False,False
1cb569020a16_1,1cb569020a16,385.0,6,6,0.0,18657.0,"[""/"", ""/search"", ""/products/{id}"", ""/cart"", ""/checkout"", ""/order/confirm""]","[0.0, 20.0, 191.0, 240.0, 254.0, 385.0]","[""/checkout"", ""/products/{id}"", ""/cart"", ""/order/confirm"", ""/search"", ""/""]",0,False,0.39455014370590463,False,False,False
1cb569020a16_2,1cb569020a16,404.0,5,5,0.0,22000.2,"[""/"", ""/account"", ""/wishlist"", ""/products/{id}"", ""/cart""]","[0.0, 25.0, 197.0, 256.0, 404.0]","[""/wishlist"", ""/products/{id}"", ""/account"", ""/cart"", ""/""]",0,False,0.4224948069333727,False,False,False
e3eafd1d7569_0,e3eafd1d7569,482.0,8,6,0.25,20217.75,"[""/"", ""/sale"", ""/products/{id}"", ""/products/{id}"", ""/products/{id}"", ""/cart"", ""/checkout"", ""/order/confirm""]","[0.0, 103.0, 144.0, 157.0, 239.0, 287.0, 415.0, 482.0]","[""/checkout"", ""/products/{id}"", ""/sale"", ""/cart"", ""/order/confirm"", ""/""]",0,True,0.5777516991496552,False,True,False
e3eafd1d7569_1,e3eafd1d7569,99.0,2,2,0.0,30534.0,"[""/"", ""/catalog/men""]","[0.0, 99.0]","[""/"", ""/catalog/men""]",3,False,0.43033958381287013,False,False,False
e3eafd1d7569_2,e3eafd1d7569,36.0,2,2,0.0,40289.5,"[""/"", ""/catalog/men""]","[0.0, 36.0]","[""/"", ""/catalog/men""]",3,False,0.45935194065825896,False,False,False
b50f2ccf06ad_0,b50f2ccf06ad,511.0,7,6,0.0,22769.14285714286,"[""/"", ""/catalog/women"", ""/products/{id}"", ""/products/{id}"", ""/cart"", ""/checkout"", ""/order/confirm""]","[0.0, 115.0, 255.0, 291.0, 360.0, 460.0, 511.0]","[""/checkout"", ""/catalog/women"", ""/products/{id}"", ""/cart"", ""/order/confirm"", ""/""]",0,False,0.3704502594028133,False,False,False
371e067c74c9_0,371e067c74c9,58.0,2,2,0.0,12700.0,"[""/"", ""/catalog/men""]","[0.0, 58.0]","[""/"", ""/catalog/men""]",3,False,0.4581478079787101,False,False,False
0dfd4c4b5cc2_0,0dfd4c4b5cc2,626.0,7,6,0.0,30229.571428571428,"[""/"", ""/catalog/women"", ""/products/{id}"", ""/products/{id}"", ""/cart"", ""/checkout"", ""/order/confirm""]","[0.0, 133.0, 240.0, 402.0, 427.0, 471.0, 626.0]","[""/checkout"", ""/catalog/women"", ""/products/{id}"", ""/cart"", ""/order/confirm"", ""/""]",0,False,0.3737440031859028,False,False,False
0dfd4c4b5cc2_1,0dfd4c4b5cc2,773.0,7,5,0.0,29406.85714285714,"[""/"", ""/catalog/women"", ""/products/{id}"", ""/products/{id}"", ""/catalog/men"", ""/products/{id}"", ""/cart""]","[0.0, 158.0, 169.0, 304.0, 474.0, 605.0, 773.0]","[""/catalog/men"", ""/catalog/women"", ""/products/{id}"", ""/cart"", ""/""]",0,False,0.4264344298707143,False,False,False
8c4d3df5d46e_3,8c4d3df5d46e,569.0,7,6,0.0,29857.85714285714,"[""/"", ""/catalog/women"", ""/products/{id}"", ""/products/{id}"", ""/cart"", ""/checkout"", ""/order/confirm""]","[0.0, 85.0, 257.0, 271.0, 430.0, 512.0, 569.0]","[""/checkout"", ""/catalog/women"", ""/products/{id}"", ""/cart"", ""/order/confirm"", ""/""]",0,False,0.36896991787762673,False,False,False
0e8e99ecaadb_1,0e8e99ecaadb,620.0,8,6,0.125,22144.625,"[""/"", ""/sale"", ""/products/{id}"", ""/products/{id}"", ""/products/{id}"", ""/cart"", ""/checkout"", ""/order/confirm""]","[0.0, 93.0, 260.0, 428.0, 486.0, 556.0, 573.0, 620.0]","[""/checkout"", ""/products/{id}"", ""/sale"", ""/cart"", ""/order/confirm"", ""/""]",0,False,0.4772764641591213,False,False,False
3f492b709722_1,3f492b709722,380.0,6,5,0.0,19546.0,"[""/"", ""/search"", ""/products/{id}"", ""/products/{id}"", ""/wishlist"", ""/catalog/women""]","[0.0, 26.0, 189.0, 257.0, 325.0, 380.0]","[""/wishlist"", ""/catalog/women"", ""/products/{id}"", ""/search"", ""/""]",0,False,0.3912710132789478,False,False,False
eedc61203bb1_1,eedc61203bb1,147.0,2,2,0.0,19530.5,"[""/"", ""/catalog/men""]","[0.0, 147.0]","[""/"", ""/catalog/men""]",3,False,0.4638118997534396,False,False,False
d5960403132f_2,d5960403132f,607.0,7,6,0.0,24742.0,"[""/"", ""/catalog/women"", ""/products/{id}"", ""/products/{id}"", ""/cart"", ""/checkout"", ""/order/confirm""]","[0.0, 93.0, 187.0, 358.0, 453.0, 582.0, 607.0]","[""/checkout"", ""/catalog/women"", ""/products/{id}"", ""/cart"", ""/order/confirm"", ""/""]",0,False,0.36743587799378113,False,False,False
03e35dbdcb9d_2,03e35dbdcb9d,611.0,6,5,0.0,21350.5,"[""/"", ""/search"", ""/products/{id}"", ""/products/{id}"", ""/wishlist"", ""/catalog/women""]","[0.0, 147.0, 207.0, 377.0, 460.0, 611.0]","[""/wishlist"", ""/catalog/women"", ""/products/{id}"", ""/search"", ""/""]",0,False,0.41987685297849553,False,False,False
c2bd40dab85d_1,c2bd40dab85d,42.0,2,2,0.0,16700.0,"[""/"", ""/catalog/men""]","[0.0, 42.0]","[""/"", ""/catalog/men""]",3,False,0.45130952610919095,False,False,False
4fb42a54bce3_2,4fb42a54bce3,46.0,2,2,0.0,26664.5,"[""/"", ""/catalog/men""]","[0.0, 46.0]","[""/"", ""/catalog/men""]",3,False,0.45186234820648674,False,False,False
380b8542f7b3_1,380b8542f7b3,513.0,6,6,0.0,21475.333333333332,"[""/"", ""/search"", ""/products/{id}"", ""/cart"", ""/checkout"", ""/order/confirm""]","[0.0, 74.0, 99.0, 224.0, 385.0, 513.0]","[""/checkout"", ""/products/{id}"", ""/cart"", ""/order/confirm"", ""/search"", ""/""]",0,False,0.3920505424785197,False,False,False
d31e9a340238_3,d31e9a340238,744.0,7,6,0.0,30902.14285714286,"[""/"", ""/catalog/women"", ""/products/{id}"", ""/products/{id}"", ""/cart"", ""/checkout"", ""/order/confirm""]","[0.0, 153.0, 197.0, 347.0, 527.0, 696.0, 744.0]","[""/checkout"", ""/catalog/women"", ""/products/{id}"", ""/cart"", ""/order/confirm"", ""/""]",0,False,0.3864176226863861,False,False,False
5c04e55a1c54_3,5c04e55a1c54,600.0,6,6,0.0,26644.166666666668,"[""/"", ""/search"", ""/products/{id}"", ""/cart"", ""/checkout"", ""/order/confirm""]","[0.0, 149.0, 228.0, 306.0, 455.0, 600.0]","[""/checkout"", ""/products/{id}"", ""/cart"", ""/order/confirm"", ""/search"", ""/""]",0,False,0.39109829650095507,False,False,False
2bbc719898cb_3,2bbc719898cb,483.0,6,5,0.0,28427.666666666668,"[""/"", ""/search"", ""/products/{id}"", ""/products/{id}"", ""/wishlist"", ""/catalog/women""]","[0.0, 46.0, 127.0, 268.0, 394.0, 483.0]","[""/wishlist"", ""/catalog/women"", ""/products/{id}"", ""/search"", ""/""]",0,False,0.38680536628270207,False,False,False
ed8dbeb52f1b_1,ed8dbeb52f1b,528.0,7,5,0.0,25182.285714285714,"[""/"", ""/catalog/women"", ""/products/{id}"", ""/products/{id}"", ""/catalog/men"", ""/products/{id}"", ""/cart""]","[0.0, 94.0, 204.0, 266.0, 338.0, 515.0, 528.0]","[""/catalog/men"", ""/catalog/women"", ""/products/{id}"", ""/cart"", ""/""]",0,False,0.378975912966142,False,False,False
c75db2e2b067_3,c75db2e2b067,469.0,7,6,0.0,22257.714285714286,"[""/"", ""/catalog/women"", ""/products/{id}"", ""/products/{id}"", ""/cart"", ""/checkout"", ""/order/confirm""]","[0.0, 122.0, 147.0, 232.0, 290.0, 442.0, 469.0]","[""/checkout"", ""/catalog/women"", ""/products/{id}"", ""/cart"", ""/order/confirm"", ""/""]",0,False,0.3725883963509046,False,False,False
c3d7db6613bb_2,c3d7db6613bb,453.0,6,6,0.0,28938.333333333332,"[""/"", ""/search"", ""/products/{id}"", ""/cart"", ""/checkout"", ""/order/confirm""]","[0.0, 19.0, 134.0, 282.0, 389.0, 453.0]","[""/checkout"", ""/products/{id}"", ""/cart"", ""/order/confirm"", ""/search"", ""/""]",0,False,0.3885188420138473,False,False,False
eb979ba7c1ad_1,eb979ba7c1ad,199.0,5,5,0.0,28335.8,"[""/"", ""/account"", ""/wishlist"", ""/products/{id}"", ""/cart""]","[0.0, 11.0, 144.0, 169.0, 199.0]","[""/wishlist"", ""/products/{id}"", ""/account"", ""/cart"", ""/""]",0,False,0.48627424427531335,False,False,False
c6f8bfa0ed59_1,c6f8bfa0ed59,232.0,5,5,0.0,13820.4,"[""/"", ""/account"", ""/wishlist"", ""/products/{id}"", ""/cart""]","[0.0, 61.0, 152.0, 202.0, 232.0]","[""/wishlist"", ""/products/{id}"", ""/account"", ""/cart"", ""/""]",0,False,0.4660307528588578,False,False,False
3ad9a9648c84_3,3ad9a9648c84,544.0,8,6,0.125,22504.0,"[""/"", ""/sale"", ""/products/{id}"", ""/products/{id}"", ""/products/{id}"", ""/cart"", ""/checkout"", ""/order/confirm""]","[0.0, 100.0, 109.0, 151.0, 247.0, 359.0, 376.0, 544.0]","[""/checkout"", ""/products/{id}"", ""/sale"", ""/cart"", ""/order/confirm"", ""/""]",0,False,0.47774237211669274,False,False,False
6a23ff549c73_1,6a23ff549c73,593.0,7,5,0.14285714285714285,24493.571428571428,"[""/"", ""/catalog/women"", ""/products/{id}"", ""/products/{id}"", ""/catalog/men"", ""/products/{id}"", ""/cart""]","[0.0, 116.0, 219.0, 351.0, 424.0, 449.0, 593.0]","[""/catalog/men"", ""/catalog/women"", ""/products/{id}"", ""/cart"", ""/""]",0,False,0.46130372892686966,False,False,False
799db804d50a_1,799db804d50a,781.0,8,6,0.125,32491.75,"[""/"", ""/sale"", ""/products/{id}"", ""/products/{id}"", ""/products/{id}"", ""/cart"", ""/checkout"", ""/order/confirm""]","[0.0, 157.0, 258.0, 360.0, 459.0, 495.0, 630.0, 781.0]","[""/checkout"", ""/products/{id}"", ""/sale"", ""/cart"", ""/order/confirm"", ""/""]",0,False,0.4969622744485182,False,False,False
f61cc7d710cc_2,f61cc7d710cc,468.0,6,5,0.0,27883.0,"[""/"", ""/search"", ""/products/{id}"", ""/products/{id}"", ""/wishlist"", ""/catalog/women""]","[0.0, 126.0, 242.0, 344.0, 373.0, 468.0]","[""/wishlist"", ""/catalog/women"", ""/products/{id}"", ""/search"", ""/""]",0,False,0.38497876221540217,False,False,False
2e023c15448e_1,2e023c15448e,314.0,6,6,0.0,27539.0,"[""/"", ""/search"", ""/products/{id}"", ""/cart"", ""/checkout"", ""/order/confirm""]","[0.0, 7.0, 128.0, 199.0, 279.0, 314.0]","[""/checkout"", ""/products/{id}"", ""/cart"", ""/order/confirm"", ""/search"", ""/""]",0,False,0.4369449123237698,False,False,False
0fcef50a2319_1,0fcef50a2319,239.0,4,3,0.0,25693.5,"[""/"", ""/blog"", ""/blog"", ""/products/{id}""]","[0.0, 82.0, 118.0, 239.0]","[""/products/{id}"", ""/"", ""/blog""]",3,True,0.5252714388733883,False,True,False
24cb999d339f_0,24cb999d339f,703.0,8,6,0.0,29573.5,"[""/"", ""/sale"", ""/products/{id}"", ""/products/{id}"", ""/products/{id}"", ""/cart"", ""/checkout"", ""/order/confirm""]","[0.0, 134.0, 177.0, 295.0, 425.0, 444.0, 555.0, 703.0]","[""/checkout"", ""/products/{id}"", ""/sale"", ""/cart"", ""/order/confirm"", ""/""]",0,False,0.39338915036647715,False,False,False
8cade146db93_0,8cade146db93,364.0,6,6,0.0,24966.0,"[""/"", ""/search"", ""/products/{id}"", ""/cart"", ""/checkout"", ""/order/confirm""]","[0.0, 57.0, 82.0, 188.0, 260.0, 364.0]","[""/checkout"", ""/products/{id}"", ""/cart"", ""/order/confirm"", ""/search"", ""/""]",0,False,0.4094533678011378,False,False,False
59ada8a02f1f_1,59ada8a02f1f,75.0,2,2,0.0,27826.0,"[""/"", ""/catalog/men""]","[0.0, 75.0]","[""/"", ""/catalog/men""]",3,False,0.42618039505817157,False,False,False
24d4aaa6a96b_2,24d4aaa6a96b,46.0,2,2,0.0,32091.0,"[""/"", ""/catalog/men""]","[0.0, 46.0]","[""/"", ""/catalog/men""]",3,False,0.45186234820648674,False,False,False
01b12068153c_2,01b12068153c,364.0,5,5,0.0,24098.8,"[""/"", ""/account"", ""/wishlist"", ""/products/{id}"", ""/cart""]","[0.0, 128.0, 250.0, 262.0, 364.0]","[""/wishlist"", ""/products/{id}"", ""/account"", ""/cart"", ""/""]",0,False,0.4232431675575054,False,False,False
17e5da2c3e73_1,17e5da2c3e73,678.0,8,6,0.0,19729.375,"[""/"", ""/sale"", ""/products/{id}"", ""/products/{id}"", ""/products/{id}"", ""/cart"", ""/checkout"", ""/order/confirm""]","[0.0, 124.0, 171.0, 255.0, 407.0, 431.0, 498.0, 678.0]","[""/checkout"", ""/products/{id}"", ""/sale"", ""/cart"", ""/order/confirm"", ""/""]",0,False,0.3947839048177586,False,False,False
256ae705f354_3,256ae705f354,775.0,7,6,0.0,28964.0,"[""/"", ""/catalog/women"", ""/products/{id}"", ""/products/{id}"", ""/cart"", ""/checkout"", ""/order/confirm""]","[0.0, 160.0, 288.0, 456.0, 628.0, 709.0, 775.0]","[""/checkout"", ""/catalog/women"", ""/products/{id}"", ""/cart"", ""/order/confirm"", ""/""]",0,False,0.3935778986205305,False,False,False
4fd53a287def_1,4fd53a287def,173.0,2,2,0.0,12305.0,"[""/"", ""/catalog/men""]","[0.0, 173.0]","[""/"", ""/catalog/men""]",3,False,0.5070359122362831,False,False,False
f3667dc2f42c_1,f3667dc2f42c,681.0,7,6,0.14285714285714285,29528.0,"[""/"", ""/catalog/women"", ""/products/{id}"", ""/products/{id}"", ""/cart"", ""/checkout"", ""/order/confirm""]","[0.0, 50.0, 173.0, 294.0, 434.0, 520.0, 681.0]","[""/checkout"", ""/catalog/women"", ""/products/{id}"", ""/cart"", ""/order/confirm"", ""/""]",0,False,0.4732474000208422,False,False,False
039e2bc3104e_2,039e2bc3104e,448.0,7,6,0.0,30071.428571428572,"[""/"", ""/catalog/women"", ""/products/{id}"", ""/products/{id}"", ""/cart"", ""/checkout"", ""/order/confirm""]","[0.0, 49.0, 78.0, 180.0, 274.0, 385.0, 448.0]","[""/checkout"", ""/catalog/women"", ""/products/{id}"", ""/cart"", ""/order/confirm"", ""/""]",0,False,0.3737232335366308,False,False,False
5e05c2bc76df_1,5e05c2bc76df,598.0,7,6,0.0,31325.571428571428,"[""/"", ""/catalog/women"", ""/products/{id}"", ""/products/{id}"", ""/cart"", ""/checkout"", ""/order/confirm""]","[0.0, 145.0, 284.0, 306.0, 448.0, 509.0, 598.0]","[""/checkout"", ""/catalog/women"", ""/products/{id}"", ""/cart"", ""/order/confirm"", ""/""]",0,False,0.36631694554714583,False,False,False
45ebd10d3ab5_1,45ebd10d3ab5,2713.0,9,7,0.2222222222222222,29957.666666666668,"[""/"", ""/catalog/men"", ""/"", ""/catalog/women"", ""/products/{id}"", ""/products/{id}"", ""/cart"", ""/checkout"", ""/order/confirm""]","[0.0, 156.0, 2400.0, 2420.0, 2464.0, 2482.0, 2563.0, 2608.0, 2713.0]","[""/catalog/men"", ""/checkout"", ""/catalog/women"", ""/products/{id}"", ""/cart"", ""/order/confirm"", ""/""]",2,True,0.7336780013465397,True,True,True
7dc4b1fad67d_1,7dc4b1fad67d,504.0,7,5,0.0,13079.285714285714,"[""/"", ""/catalog/women"", ""/products/{id}"", ""/products/{id}"", ""/catalog/men"", ""/products/{id}"", ""/cart""]","[0.0, 113.0, 169.0, 240.0, 409.0, 419.0, 504.0]","[""/catalog/men"", ""/catalog/women"", ""/products/{id}"", ""/cart"", ""/""]",0,False,0.37908067589467925,False,False,False
ac13f5150eb7_1,ac13f5150eb7,704.0,8,6,0.0,12910.625,"[""/"", ""/sale"", ""/products/{id}"", ""/products/{id}"", ""/products/{id}"", ""/cart"", ""/checkout"", ""/order/confirm""]","[0.0, 11.0, 103.0, 278.0, 438.0, 556.0, 686.0, 704.0]","[""/checkout"", ""/products/{id}"", ""/sale"", ""/cart"", ""/order/confirm"", ""/""]",0,False,0.39338915036647715,False,False,False
a31ea3be8d65_2,a31ea3be8d65,589.0,7,5,0.0,22604.285714285714,"[""/"", ""/catalog/women"", ""/products/{id}"", ""/products/{id}"", ""/catalog/men"", ""/products/{id}"", ""/cart""]","[0.0, 177.0, 234.0, 312.0, 369.0, 547.0, 589.0]","[""/catalog/men"", ""/catalog/women"", ""/products/{id}"", ""/cart"", ""/""]",0,False,0.3846924224855002,False,False,False
8dca5d03778d_2,8dca5d03778d,531.0,7,5,0.0,29359.714285714286,"[""/"", ""/catalog/women"", ""/products/{id}"", ""/products/{id}"", ""/catalog/men"", ""/products/{id}"", ""/cart""]","[0.0, 12.0, 100.0, 174.0, 224.0, 390.0, 531.0]","[""/catalog/men"", ""/catalog/women"", ""/products/{id}"", ""/cart"", ""/""]",0,False,0.37975064494033456,False,False,False
b3ec8956ad8c_1,b3ec8956ad8c,450.0,7,6,0.0,21623.714285714286,"[""/"", ""/catalog/women"", ""/products/{id}"", ""/products/{id}"", ""/cart"", ""/checkout"", ""/order/confirm""]","[0.0, 50.0, 125.0, 237.0, 289.0, 403.0, 450.0]","[""/checkout"", ""/catalog/women"", ""/products/{id}"", ""/cart"", ""/order/confirm"", ""/""]",0,False,0.3737232335366308,False,False,False
79682b804652_2,79682b804652,155.0,2,2,0.0,34965.0,"[""/"", ""/catalog/men""]","[0.0, 155.0]","[""/"", ""/catalog/men""]",3,False,0.47569363510968016,False,False,False
2ed09ffee754_2,2ed09ffee754,730.0,7,5,0.0,24568.428571428572,"[""/"", ""/catalog/women"", ""/products/{id}"", ""/products/{id}"", ""/catalog/men"", ""/products/{id}"", ""/cart""]","[0.0, 161.0, 279.0, 456.0, 483.0, 640.0, 730.0]","[""/catalog/men"", ""/catalog/women"", ""/products/{id}"", ""/cart"", ""/""]",0,False,0.42425239673411347,False,False,False
3bf68dfd6cda_0,3bf68dfd6cda,179.0,2,2,0.0,18085.0,"[""/"", ""/catalog/men""]","[0.0, 179.0]","[""/"", ""/catalog/men""]",3,False,0.5100481611608457,False,False,False
09a5c7b6820b_1,09a5c7b6820b,764.0,7,5,0.0,20105.714285714286,"[""/"", ""/catalog/women"", ""/products/{id}"", ""/products/{id}"", ""/catalog/men"", ""/products/{id}"", ""/cart""]","[0.0, 171.0, 321.0, 428.0, 545.0, 630.0, 764.0]","[""/catalog/men"", ""/catalog/women"", ""/products/{id}"", ""/cart"", ""/""]",0,False,0.42716007253730753,False,False,False
cb048bddb84e_1,cb048bddb84e,563.0,7,6,0.0,20848.428571428572,"[""/"", ""/catalog/women"", ""/products/{id}"", ""/products/{id}"", ""/cart"", ""/checkout"", ""/order/confirm""]","[0.0, 46.0, 96.0, 189.0, 333.0, 403.0, 563.0]","[""/checkout"", ""/catalog/women"", ""/products/{id}"", ""/cart"", ""/order/confirm"", ""/""]",0,False,0.36896991787762673,False,False,False
5ace69194ffa_1,5ace69194ffa,165.0,2,2,0.0,22256.5,"[""/"", ""/catalog/men""]","[0.0, 165.0]","[""/"", ""/catalog/men""]",3,False,0.49463704866826635,False,False,False
be8ae6e1aa98_1,be8ae6e1aa98,588.0,6,6,0.0,18193.0,"[""/"", ""/search"", ""/products/{id}"", ""/cart"", ""/checkout"", ""/order/confirm""]","[0.0, 171.0, 347.0, 448.0, 552.0, 588.0]","[""/checkout"", ""/products/{id}"", ""/cart"", ""/order/confirm"", ""/search"", ""/""]",0,False,0.39045591927414425,False,False,False
039c361929e1_3,039c361929e1,377.0,8,6,0.0,23363.75,"[""/"", ""/sale"", ""/products/{id}"", ""/products/{id}"", ""/products/{id}"", ""/cart"", ""/checkout"", ""/order/confirm""]","[0.0, 74.0, 109.0, 161.0, 236.0, 290.0, 340.0, 377.0]","[""/checkout"", ""/products/{id}"", ""/sale"", ""/cart"", ""/order/confirm"", ""/""]",0,False,0.4366937453130859,False,False,False
9d24ea10b482_0,9d24ea10b482,118.0,2,2,0.0,15655.5,"[""/"", ""/catalog/men""]","[0.0, 118.0]","[""/"", ""/catalog/men""]",3,False,0.44756790971987154,False,False,False
d5afad614ba3_0,d5afad614ba3,407.0,7,5,0.14285714285714285,27451.428571428572,"[""/"", ""/catalog/women"", ""/products/{id}"", ""/products/{id}"", ""/catalog/men"", ""/products/{id}"", ""/cart""]","[0.0, 7.0, 81.0, 160.0, 295.0, 380.0, 407.0]","[""/catalog/men"", ""/catalog/women"", ""/products/{id}"", ""/cart"", ""/""]",0,False,0.4840148979405719,False,False,False
711e2fda7a24_2,711e2fda7a24,874.0,8,6,0.0,23931.375,"[""/"", ""/sale"", ""/products/{id}"", ""/products/{id}"", ""/products/{id}"", ""/cart"", ""/checkout"", ""/order/confirm""]","[0.0, 128.0, 279.0, 289.0, 469.0, 547.0, 707.0, 874.0]","[""/checkout"", ""/products/{id}"", ""/sale"", ""/cart"", ""/order/confirm"", ""/""]",0,False,0.4373136766257262,False,False,False
67a3630dbad6_3,67a3630dbad6,124.0,2,2,0.0,26833.5,"[""/"", ""/catalog/men""]","[0.0, 124.0]","[""/"", ""/catalog/men""]",3,False,0.45436114735616806,False,False,False
be8f06014c2f_1,be8f06014c2f,258.0,5,5,0.0,29211.4,"[""/"", ""/account"", ""/wishlist"", ""/products/{id}"", ""/cart""]","[0.0, 61.0, 149.0, 203.0, 258.0]","[""/wishlist"", ""/products/{id}"", ""/account"", ""/cart"", ""/""]",0,False,0.449195150528949,False,False,False
